"ID","Status","Project","Product","Short_Name","Description","Access","Documentation","Version","DOI","Variable","Start","End","Region","Polygon","Released","Theme1","Theme2","Theme3","Theme4","Theme5","Theme6","EO_Missions"
211,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 4, absolute dynamic topography, multi-mission gridded merged products for a period of 1 year, 0.0625Â°*0.0625Â°, daily","l4-dynamic-topography-eo4sibs","Multimission altimeter gridded product merging SLA field from ESA_BlackSea_EO4SIBS_L4_SLA_2011-2019 and regional Mean Dynamic Topography field from CMEMS (SEALEVEL_BLK_PHY_MDT_L4_STATIC_008_067; Jousset et al, 2022)","http://www.eo4sibs.uliege.be/map/map.php?product=Altimetry&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_D4.4_AltimetryL4_DUM_v1.1.pdf",,,"Ocean dynamic topography","2011.01.01","2019.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
219,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 4, sea level anomaly, multi-mission gridded merged products for a period of 1 year, 0.0625Â°*0.0625Â°, daily","l4-sea-level-anomaly-eo4sibs","Multimission altimeter gridded product merging SLA from different altimeter available. Sentinel-3A and Cryosat-2 measurements from ESA_BlackSea_EO4SIBS_L3_S3A_SLA_2016-2018 and ESA_BlackSea_EO4SIBS_L3_Cryosat_SLA_2011-2019 products. Other missions (Jason-3, Jason-2, SARAL/AltiKa, Cryosat-2, HY-2A) from CMEMS 1Hz L3 products (DT-2018 standards; Taburet et al, 2019)","http://www.eo4sibs.uliege.be/map/map.php?product=Altimetry&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_D4.4_AltimetryL4_DUM_v1.1.pdf",,,"Sea surface height anomaly","2011.01.01","2019.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
220,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Eddy census","eddy-census-eo4sibs","Sea surface current","http://www.eo4sibs.uliege.be/map/map.php?product=Altimetry&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_D4.4_AltimetryL4_DUM_v1.1.pdf",,,"Ocean surface currents (vector)","2011.01.01","2019.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
221,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 4, geostrophic currents, multi-mission gridded merged products for a period of 1 year, 0.0625Â°*0.0625Â°, daily","l4-geostrophic-currents-eo4sibs","Geostrophic current derived from ESA_BlackSea_EO4SIBS_L4_ADT_2011-2019 product using stencil width methodology (Arbic et al, 2012).","http://www.eo4sibs.uliege.be/map/map.php?product=Altimetry&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_D4.4_AltimetryL4_DUM_v1.1.pdf",,,"Ocean surface currents (vector)","2011.01.01","2019.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
222,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 2 SMOS , Ascending orbit, 0.25Â°*0.25Â°, daily averaged produced daily","l2-smos-sss-daily-ascending-eo4sibs","Salinity retrievals from ascending satellite overpasses are averaged in daily maps at 0.25Â°*0.25Â° grid. Binning scheme Olmedo et al., 2021a.","http://www.eo4sibs.uliege.be/map/map.php?product=Sea%20Surface%20Salinity&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_Salinity.pdf",,,"Sea surface salinity","2011.01.01","2020.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
223,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 2 SMOS , Descending orbit, 0.25Â°*0.25Â°, daily averaged produced daily","l2-smos-sss-daily-descending-eo4sibs","Salinity retrievals from descending satellite overpasses are averaged in daily maps at 0.25Â°*0.25Â° grid. Binning scheme Olmedo et al., 2021a.","http://www.eo4sibs.uliege.be/map/map.php?product=Sea%20Surface%20Salinity&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_Salinity.pdf",,,"Sea surface salinity","2011.01.01","2020.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
224,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 3 SSS, 0.25Â°*0.25Â°, 9-day averaged produced daily","l3-sss-9day-average-eo4sibs","Salinity retrievals from L2A and L2D over 9 days are used to produce daily values in a 0.25Â°*0.25Â° by using the weighted average described in(Olmedo et al., 2021a). The resulting 9-day maps are generated daily.","http://www.eo4sibs.uliege.be/map/map.php?product=Sea%20Surface%20Salinity&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_Salinity.pdf",,,"Sea surface salinity","2011.01.01","2020.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
225,"COMPLETED","Earth Observation data For Science and Innovation in the Black Sea","Level 4 product SSS, 0.05Â°*0.0505Â°","l4-sss-eo4sibs","Multifractal fusion applied to L3 SSS.","http://www.eo4sibs.uliege.be/map/map.php?product=Sea%20Surface%20Salinity&is_netcdf=1","http://www.eo4sibs.uliege.be/doc/EO4SIBS_DUM_ATBD_Salinity.pdf",,,"Sea surface salinity","2011.01.01","2019.12.31","Black Sea","[[[27.5070842233,40.8729622599],[41.8106211165,40.8729622599],[41.8106211165,47.2684228286],[27.5070842233,47.2684228286],[27.5070842233,40.8729622599]]]","2021.12.31","Oceans",,,,,,"SMOS; Sentinel-2; Sentinel-3; CryoSat-2"
226,"ONGOING","Biological Pump and Carbon Exchange Processes","Monthly Global Chlorophyll-a dataset (9 km, OC-CCI v4.2)","monthly-global-chlorophyll-a-dataset-9-km-oc-cci-v42","This dataset contains monthly global carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1997 to 2020 at 9 km spatial resolution. A spectrally-resolved photoacclimation model was unified with a primary production model that simulated photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function to estimate the carbon content of marine phytoplankton based on ocean-colour remote sensing products (Sathyendranath et al. 2020 and references therein for details). The photoacclimation model contains a maximum chlorophyll-to-carbon ratio for three different phytoplankton size classes (pico-, nano- and microphytoplankton) that was inferred from field data, as in Sathyendranath et al. (2020). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v4.2 dataset). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. Mixed Layer Depth (MLD) was obtained from the French Research Institute for Exploration of the Sea (Ifremer). In situ datasets P-I parameters were incorporated as described in Kulk et al. (2020). The phytoplankton carbon products were generated as part of the ESA Biological Pump and Carbon Exchange Processes (BICEP) project. Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947) and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. Additional variables that were used for the calculation of the phytoplankton carbon products are also provided, including chlorophyll-a (chl_a in mg m-3), photosynthetically activate radiation (par, in µmol photons m-2 d-1), mixed layer depth (mld in m) and the mean spectral nondimensional irradiance (mean_spectral_i_star).","https://rsg.pml.ac.uk/shared_files/gku/ESA_animation/PC_1-month_9km/",,,,"Ocean chlorophyll concentration","1997.09.01","2020.11.30","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2023.03.29","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
227,"COMPLETED","Biological Pump and Carbon Exchange Processes","Monthly Global Chlorophyll-a dataset (9 km, OC-CCI v5)","global-particulate-organic-carbon-v5-bicep","This dataset contains monthly global carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. A spectrally-resolved photoacclimation model was unified with a primary production model that simulated photosynthesis as a function of irradiance using a two-parameter photosynthesis versus irradiance (P-I) function to estimate the carbon content of marine phytoplankton based on ocean-colour remote sensing products (Sathyendranath et al. 2020 and references therein for details). The photoacclimation model contains a maximum chlorophyll-to-carbon ratio for three different phytoplankton size classes (pico-, nano- and microphytoplankton) that was inferred from field data, as in Sathyendranath et al. (2020). Chlorophyll-a products were obtained from the European Space Agency (ESA) Ocean Colour Climate Change Initiative (OC-CCI v5.0 dataset). Photosynthetic Active Radiation (PAR) products were obtained from the National Aeronautics and Space Administration (NASA) and were corrected for inter-sensor bias in products. Mixed Layer Depth (MLD) was obtained from the French Research Institute for Exploration of the Sea (Ifremer). In situ datasets P-I parameters were incorporated as described in Kulk et al. (2020). The phytoplankton carbon products were generated as part of the ESA Biological Pump and Carbon Exchange Processes (BICEP) project. Support from the Simons Foundation grant ‘Computational Biogeochemical Modeling of Marine Ecosystems’ (CBIOMES, number 549947) and from the National Centre of Earth Observation (NCEO) is acknowledged. Data are provided as netCDF files containing carbon products for pico-, nano- and microphytoplankton (C_picophyto, C_nanophyto and C_microphyto, respectively, in mg C m-3) and the total phytoplankton community (C_phyto in mg C m-3) for the period of 1998 to 2020 at 9 km spatial resolution. Additional variables that were used for the calculation of the phytoplankton carbon products are also provided, including chlorophyll-a (chl_a in mg m-3), photosynthetically activate radiation (par, in µmol photons m-2 d-1), mixed layer depth (mld in m) and the mean spectral nondimensional irradiance (mean_spectral_i_star).","https://data.ceda.ac.uk/neodc/bicep/data/phytoplankton_carbon/v5.0/monthly/","https://dx.doi.org/10.5285/6a6ccbb8ef2645308a60dc47e9b8b5fb",,,"Ocean chlorophyll concentration","1998.01.01","2020.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
228,"ONGOING","Biological Pump and Carbon Exchange Processes","Monthly Global Dissolved Organic Carbon dataset (9 km, OC-CCI v4.2)","dissolved-organic-carbon-bicep","A random forest regression model for near surface ocean Dissolved Organic Carbon was trained using in situ data from Hansell et al. 2021 (doi: 10.25921/s4f4-ye35). The DOC model uses Remote sensing reflectances from the Ocean Colour Climate Change Initiative (OC-CCI), primary production (Kulk et al. 2021; doi: 10.5285/69b2c9c6c4714517ba10dab3515e4ee6), sea surface temperature from the Group for High Resolution Sea Surface Temperature (GHRSST), salinity from the Sea Surface Salinity Climate Change Initiative and geographical information as predictors. The random forest model for global DOC produces estimates that are in good agreement with the available in situ data in open water (>300 km from shore), where the relative uncertainty is on average smaller than 10%. The model has been used to produce monthly global marine DOC at 9 km resolution for the years 2010-2019. Data were produced in an ESA funded project led by the Plymouth Marine Laboratory and supplied for archiving at the Centre for Environmental Data Analysis (CEDA). The research underpinning the work was supported by the European Space Agency (ESA) Biological Pump and Carbon Export Processes (BICEP) project.","https://rsg.pml.ac.uk/shared_files/gku/ESA_animation/DOC_1-month_9km/",,,,Dissolved Organic Carbon,"2010.01.01","2018.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.03.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
229,"COMPLETED","Biological Pump and Carbon Exchange Processes","Monthly Global Export Production based on Dunne et al 2005 dataset (9 km, OC-CCI v4.2)","export-production-bicep","This dataset contains monthly global data for Oceanic Export Production as part of the BICEP project. Data is provided between 1998-2019 at 9 km resolution. It has been derived from the Ocean Colour Climate Change Initiative v4.2 dataset. Export production can be defined as steady-state Net Community Production (NCP) with all temporal lags accounted for and with a well defined depth horizon over which the community production is integrated over. (Laws 1991). This is the net amount of carbon assimilated in the euphotic zone that will be exported to deeper waters. Export Production can by definition only vary on timescales significantly longer that any processes directly controlling production and respiration as to not violate the steady state assumption.","https://data.ceda.ac.uk/neodc/bicep/data/oceanic_export_production/v1.0/monthly/","https://dx.doi.org/10.5285/a6fc730d88fd4935b59d64903715d891",,,"Export Production","1998.01.01","2019.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
230,"COMPLETED","Biological Pump and Carbon Exchange Processes","Monthly Global Export Production based on Henson et al 2011 dataset (9 km, OC-CCI v4.2)","monthly-global-export-production-based-on-henson-et-al-2011-dataset-9-km-oc-cci-v42","This dataset contains monthly global data for Oceanic Export Production as part of the BICEP project. Data is provided between 1998-2019 at 9 km resolution. It has been derived from the Ocean Colour Climate Change Initiative v4.2 dataset. Export production can be defined as steady-state Net Community Production (NCP) with all temporal lags accounted for and with a well defined depth horizon over which the community production is integrated over. (Laws 1991). This is the net amount of carbon assimilated in the euphotic zone that will be exported to deeper waters. Export Production can by definition only vary on timescales significantly longer that any processes directly controlling production and respiration as to not violate the steady state assumption.","https://data.ceda.ac.uk/neodc/bicep/data/oceanic_export_production/v1.0/monthly/","https://dx.doi.org/10.5285/a6fc730d88fd4935b59d64903715d891",,,"Export Production","1998.01.01","2019.12.31","Global","[[[-180,-90],[180,-90],[180,90],[-180,90],[-180,-90]]]","2021.12.21","Oceans",,,,,,ENVISAT; MERIS; MODIS; SeaWiFS; Sentinel-3; VIIRS
